IncidentNum,IncidentName,Date,Time,Status,Incident Type,Start,Cause,IC,IC Org,State Unit,County,Ownership,Nearest Town,Size,Containment,Est Contain Date,Line Est,CTD,Control Date,Control Time,Inj this Period,Inj to Date,Fatalities,Evacs,Human Threat,#Res Threatened,#Res Damaged,#Res Destroyed,#Comm Threatened,#Comm Damaged,#Comm Destroyed,#OB/Other Threatened,#OB/Other Damaged,#OB/Other Destroyed,12hr Mvmt/Sprd,24hr Mvmt/Sprd,48hr Mvmt/Sprd,72hr Mvmt/Sprd,12hr Values at Risk,24hr Values at Risk,48hr Values at Risk,72hr Values at Risk,Rsrcs Threatened,12hr Crit Rsrc Needs,24hr Crit Rsrc Needs,48hr Crit Rsrc Needs,72hr Crit Rsrc Needs,Crit Rsrc 1,Crit Rsrc 2,Crit Rsrc 3,Rsrc Bene/Obj (Rx),Problems & Concerns,Peak Gusts,Max Temp,Wind Direction,Min Rel Humidity,Fuels,Fire Behavior,Events,Forecast Wind Speed,Forecast Temp,Forecast Wind Direction,Forecast Rel Humidity,Est Control Date,Proj Final Size,Est Final Cost,Planned Actions,Growth Potential,Terrain Difficulty,Management Outlook,Demob Date,Remarks,Cooperators,crw1-sr,crw1-st,crw2-sr,crw2-st,hel1-sr,hel2-sr,hel3-sr,engs-sr,engs-st,dozr-sr,dozr-st,wtdr-sr,ovhd-sr,camp crews,total pers,othr,Prepared By,Approved By,Sent To,Sent By,Send Date,Send Time,AG,APHIS,BIA,BLM,BOR,C&L,CDF,DC,DDQ,DOC,DOD,FWS,IA,INTL,LGR,NPS,OES,PRI,ST,USFS,WXW,CNTY,OTHR,DHS
NV-4HTF-235,TROY CANYON,7/30/2004,1800,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,000ACRES",1Percent,10/7/04,,"$37,000 ",,,0,0,0,FALSE,FALSE,,,,,,,,,," INCIDENT HAS POTENTIAL TO DOUBLE IN SIZE, AND REMAIN ON WEST SIDE OF GRANT RANGE BY NATURAL BARRIERS",,,,,,,," MINIMUM RESOURCES AT RISK. FIRE IS BURNING IN BIGHORN SHEEP HABITAT. IF FIRE MOVES NW, THE HISTORIC TWON SITE OF TROY AND THE LOCKE MINE SITE CONTAIN HISTORIC WOOD MINING STRUCTURES. FIRE IN GRANT RANGE WILDERNESS. ",,,,,communications repeater system,FBAN,COMT, ,"FIRE IS BEING MANAGED USING APPRIOPRIATE MANAGEMENT RESPONSE OF CONFINEMENT BASED UPON FIREFIGHTER SAFETY, COST CONTAINMENT, STEEP RUGGED TERRRAIN AND LACK OF COMMUNICATIONS. INCIDENT WAS UNSTAFFED 7/26/04 WHEN HUMAN REPEATERS COULD NOT BE CONTINUED. CURRENT ACTIONS ARE BEING TAKEN TO ESTABLISH COMMUNICATIONS SITE. RESOURCE ORDER FOR FBAN PLACED, ORDER FOR LTAN WAS UTF",12 mph,87,SW,6, 4 Chaparral (6 Feet) INSECT DAMAGES WHITE FIR IN SOME CANYONS: PATCHY MOUNTAIN MAHOGANY ,ACTIVE FIRE MOVEMENT ON THE NORTH FLANK. FIRE REMAINED IN CHECK BY NATURAL BARRIERS. ,AREA CLOSURE IN EFFECT. PORTABLE RAWS IN PLACE.,15-20,80,SW,12,10/07/2004 0000,"12,000","$101,000 ",OBSERVE FIRE BEHAVIOR BY AIRCRAFT AND CONTINUE TO TRY TO ESTABLISH COMMUNICATIONS SYSTEM,High,Extreme,FIRE IS BEING MANAGED UNDER APPROPRIATE MANAGEMENT RESPONSE TO CONFINE FIRE. RESOURCES TO REINFORCE CONTROL POINTS WILL BE BECESSARY TO ATTAIN CONTAINMENT ,, ICTS AND ENGINE ASSIGNED TO FIRE. INCIDENT IN REMOTE AREA AND AIRCRAFT OBSERVATION IS BEING USED , ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,"DOUG CROCKER, FMO","PATRICIA IRWIN, DISTRICT RANGER",WGBCC,KL,7/30/04,1848,,,,5,,,,,,,,,,,,,,,,,,,,
NV-4HTF-235,TROY CANYON,7/31/2004,1600,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,700ACRES",,10/7/04,,"$37,500 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, INCIDENT HAS POTENTIAL TO INCREASE CONSIDERABLY; THE FIRE HAS MOVED ACROSS THE GRANT RANGE TO THE EAST SIDE OF THE WILDERNESS.,,,,,,,," MINIMUM RESOURCES AT RISK. FIRE BURNING IN BIGHORN SHEEP HABITAT. IF THE FIRE MOVES NORTHWEST, THE HISTORIC TOWN SITE OF TROY AND LOCKE MINE SITE CONTAIN HISTORIC WOOD MINING STRUCTURES. FIRE IS IN GRANT RANGE WILDERNESS",,,,,command commo trailer,Type 3 resources to complete Type 3 organization,Type 2 (high performance/high elevation) helicopter, ,"FIRE IS BEING MANAGED USING APPRIOPRIATE MANAGEMENT RESPONSE OF CONFINEMENT BASED UPON FIREFIGHTER SAFETY, COST CONTAINMENT, STEEP RUGGED TERRRAIN AND LACK OF COMMUNICATIONS. INCIDENT WAS UNSTAFFED 7/26/04 WHEN HUMAN REPEATERS COULD NOT BE CONTINUED. ACTIONS CONTINUE TO ESTABLISH COMMUNICATIONS SITE. RESOURCE ORDER FOR FBAN FILLED. CLOSURE ORDER IN EFFECT",15-25 mph,85,S,15, 4 Chaparral (6 Feet) INSECT DAMAGES WHITE FIR IN SOME CANYONS: PATCHY MOUNTAIN MAHOGANY ,ACTIVE FIRE MOVEMENT ON NORHT FLANK. SOUTHEASR CORNER HAS BURNED BEYOND NATURAL BARRIERS.,,25-35,80,SSW,18,10/07/2004 0000,"12,000","$101,000 ","IF COMMO IS ESTABLISHED, ANCHOR POINTS ON WEST FLANK; SCOUT CONTROL LINES. REINFORCE SOUTHEAST CORNER TO ESTABLISH NEW FIRE LINE BEYOND NATURAL BARRIERS.",High,Extreme,FIRE IS BEING MANAGED UNDER APPROPRIATE MANAGEMENT RESPONSE TO CONFINE FIRE. RESOURCES TO REINFORCE CONTROL POINTS WILL BE NECESSARY TO ATTAIN CONTAINMENT.,, ICT3 AND ENGINE ASSIGNED TO THE FIRE. INCIDENT IN REMOTE AREA AND AIRCRAFT OBSERVATION IS BEING USED. ENGINE PROVIDING PROTECTION FOR IN THE OLD TOWN OF TROY. , ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,"RYAN WHITEAKER, IC","PATRICIA IRWIN, DISTRICT RANGER",WGBCC,KL,7/31/04,1600,,,,5,,,,,,,,,,,,,,,,,,,,
NV-4HTF-235,TROY CANYON,8/1/2004,0,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,425ACRES",,10/7/04,,,,,0,0,0,FALSE,FALSE,,,,,,,,,, ,,,,,,,, ,,,,,,,, ,"FIRE IS BEING MANAGED USING APPRIOPRIATE MANAGEMENT RESPONSE OF CONFINEMENT BASED UPON FIREFIGHTER SAFETY, COST CONTAINMENT, STEEP RUGGED TERRRAIN AND LACK OF COMMUNICATIONS. INCIDENT WAS UNSTAFFED 7/26/04 WHEN HUMAN REPEATERS COULD NOT BE CONTINUED. ACTIONS CONTINUE TO ESTABLISH COMMUNICATIONS SITE. RESOURCE ORDER FOR FBAN FILLED. CLOSURE ORDER IN EFFECT", mph,,,, 4 Chaparral (6 Feet) INSECT DAMAGES WHITE FIR IN SOME CANYONS: PATCHY MOUNTAIN MAHOGANY ,,,,,,,10/07/2004 0000,"12,000","$101,000 ",,High,Extreme,,, , ,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,Dispatch,Dave Henson,WGBCC,EICC,8/1/04,2002,,,,5,,,,,,,,,,,,,,,,,,,,
NV-4HTF-235,TROY CANYON,8/1/2004,2020,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,425ACRES",1Percent,10/7/04,,,,,0,0,0,FALSE,FALSE,,,,,,,,,, ,,,,,,,, ,,,,,,,, ,"FIRE IS BEING MANAGED USING APPRIOPRIATE MANAGEMENT RESPONSE OF CONFINEMENT BASED UPON FIREFIGHTER SAFETY, COST CONTAINMENT, STEEP RUGGED TERRRAIN AND LACK OF COMMUNICATIONS. INCIDENT WAS UNSTAFFED 7/26/04 WHEN HUMAN REPEATERS COULD NOT BE CONTINUED. ACTIONS CONTINUE TO ESTABLISH COMMUNICATIONS SITE. RESOURCE ORDER FOR FBAN FILLED. CLOSURE ORDER IN EFFECT", mph,,,, 4 Chaparral (6 Feet) INSECT DAMAGES WHITE FIR IN SOME CANYONS: PATCHY MOUNTAIN MAHOGANY ,,,,,,,10/07/2004 0000,"12,000","$101,000 ",,High,Extreme,,, , ,1,0,0,0,0,1,0,1,0,0,0,0,7,0,5,0,Becky Fisher,Dave Henson,WGBCC,Becky Fisher,8/1/04,2030,,,,5,,,,,,,,,,,,,,,,,,,,
NV-4HTF-235,TROY CANYON,8/2/2004,1810,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,542ACRES",1Percent,10/7/04,,"$42,500 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, INCIDENT HAS POTENTIAL TO INCREASE CONSIDERABLY; FIRE HAS MOVED ACROSS GRANT RANGE TO EAST SIDE OF WILDERNESS.,,,,0,,,," MINIMUM RESOURCES AT RISK. FIRE BURNING IN BIGHORN SHEEP HABITAT. IF FIRE MOVES NORTHWEST, THE HISTORIC TOWN SITE OF TROY AND LOCKE MINE SITE CONTAIN HISTORIC WOOD MINING STRUCTURES. FIRE IN GRANT RANGE WILDERNESS.",,,,,Communication system repeater.,,, ,"FIRE IS BEING MANAGED USING APPRIOPRIATE MANAGEMENT RESPONSE OF CONFINEMENT BASED UPON FIREFIGHTER SAFETY, COST CONTAINMENT, STEEP RUGGED TERRRAIN AND LACK OF COMMUNICATIONS. ACTIONS CONTINUE TO ESTABLISH COMMUNICATIONS SITE. ORDER FOR FBAN FILED. CLOSURE ORDER IN EFFECT. ",15-25 mph,88,SW,15," 6 Dormant Brush, Hardwood Slash  ",ACTIVE FIRE MOVEMENT ON THE NORTH FLANK. SOUTHEAST CORNER HAS BURNED BEYOND NATURAL BARRIERS.,NO SIGNIFICANT EVENTS.,25-35,80,SSW,18%,10/07/2004 0000,"12,000","$101,000 ",ESTABLISH ANCHOR POINT ON WEST FLANK; SCOUT NORTHERN CONTROL LINES. REINFORCE SE CORNER TO ESTABLISH NEW FIRE LINE BEYOND NATURAL BARRIERS.,High,Extreme,FIRE IS BEING MANAGED UNDER APPROPRIATE MANAGEMENT RESPONSE TO CONFIRE FIRE. RESOURCES TO REINFORCE CONTROL POINTS WILL BE NECESSARY TO ATTAIN CONTAINMENT. ,, INCIDENT IN REMOTE AREA AND AIRCRAFT OBSERVATION IS BEING USED. ENGINE PROVIDING PROTECTION IN OLD TOWN OF TROY., ,1,0,0,0,0,1,0,1,0,0,0,0,10,0,45,0,Tyrus Mizer,Patricia Irwin ,WGBCC,Becky Fisher,8/2/04,1830,,,,9,,,,,,,,,,,,,,,,34,,,2,
NV-4HTF-235,TROY CANYON,8/3/2004,1600,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,542ACRES",1Percent,10/7/04,,"$89,000 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, Incident has potential to increase considerably; fire has moved across Grant Range to the East side of the Wilderness.,,,,,,,," Minimum resources at risk.  Fire burning in bighorn sheep habitat.  If fire moves west, the historic town site of Troy and Locke Mine site contain historic wood mining structures.  If hte fire moves North the Timber Mt. Repeater site is threatened.  Fire is in Grant Range Wilderness.",,,,,,,, ,"Fire is being managed using Appropraite Mangement Response of confinement based upon firefighter safety, cost , containment, steep rugged terrain.  An incident base has been established.  Closure order in effect.",15-25 mph,85,S,15, 8 Closed Timber Litter  Pinyon Juniper,Minimal Fire Growth.,No significant events.,25-35,80,SSW,18,10/07/2004 0000,"12,000","$200,000 ",Reinforce the protection to the historic sites and the Timber Mt. Repeater.,High,Extreme,Fire is being managed under Appropraite Management Response to confine fire.  Resources to reinforce control points will be necessary to attain containment.,, Type 3 team in place and an engine is assigned to the fire.  Plumas IHC and Type 2 Helicopter are also assigned to the fire.  Incident in remote area and aircraft observation is being used.  Engine providing protection in old town of troy., ,1,0,0,0,0,1,0,1,0,0,0,0,10,1,58,0,"Tyrus Mizer, PSC3","Ryan Whiteaker, ICT3",WGBCC,EICC,8/3/04,1600,,,,19,,,,,,,,,,,,,,,,35,,,4,
NV-4HTF-235,TROY CANYON,8/4/2004,1800,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,800ACRES",,10/7/04,,"$129,472 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, Incident has the potential to increase in size by 300 acres,,,,,,,," Resource values are low in the current fire locartion. as fire continues north, the historic town of Troy and locke Mine site contain historic wood minung structures",,,,,communications system,LTAN,, ,Fire is being managed using Appropraite Mangement Response based upon steep rugged terrain and lack of communications. Adequate repeater coverage remains the critical communications dilemma on the fire. There is an outstanding order for and LTAn. Increased activity caused due to red flag weather conditions.  ,25-35 mph,80,sw,12, 8 Closed Timber Litter  Alpine fir exist at higher elevations,Active fire was observed today in late afternoon. The fire made a substantial run very late afternoon.,Red Flag warning issued for area,25-35,80,sw,12,10/07/2004 0000,"12,000","$200,000 ",Observs fire by aircraft and continue to establish communication system,High,Extreme,Fire is being managed under Appropriate Management Response to confine fire. Resources to enact control points will be necessary to attain containment,, Type 3 team is in place and an engine assigned to the fire. Plunas IHC and a Type 2 helo are also assigned. Incident is in remote area and aircraft observation is being used. Engine providing protection in old town of Troy., ,1,0,0,0,0,1,0,1,0,0,0,0,10,1,58,0,"Grace Newell, acting FMO","Ryan Whiteaker, IC",wgbcc,kl,8/4/04,1912,,,,19,,,,,,,,,,,,,,,,35,,,4,
NV-4HTF-235,TROY CANYON,8/6/2004,1917,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,888ACRES",10Percent,10/7/04,,"$184,000 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, ,,,,,,,, ,,,,,LTAN,,, ,Fire is being managed using Appropraite Mangement Response based upon steep rugged terrain and lack of communications. Adequate repeater coverage remains the critical communications dilemma on the fire. There is an outstanding order for and LTAn. Increased activity caused due to red flag weather conditions.  ,10 G 25 mph,88,SW,14, 8 Closed Timber Litter  Alpine fir exist at higher elevations,"smoldering, creeping, isolated tree torching ",,,,,,10/07/2004 0000,"12,000","$200,000 ",,High,Extreme,,, , ,0,0,0,0,0,1,0,1,0,0,0,0,10,1,38,0,Ty Mizer,Ryan Whitaker,WGBCC,EICC,8/6/04,1930,,,,19,,,,,,,,,,,,,,,,15,,,4,
NV-4HTF-235,TROY CANYON,8/7/2004,1600,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,888ACRES",10Percent,10/7/04,,"$207,000 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, Same as today.,,,,,,,, Resource values are low in current fire location.,,,,,LTAN,,, ,"Fire is being managed using Appropraite Management Response based upon firefighter safety, and steep rugged terrain.",5 mph,87,SW,9, 8 Closed Timber Litter  Pinyon/Juniper,Today minimal fire activity.  Creeping and smoldering with isolated torching.,,10,88,South,8,10/07/2004 0000,"12,000","$460,000 ",Observe from ground forces.,High,Extreme,Fire is being managed under Appropriate Management Response to confine fire.  Resources to enact control points will be necessary to attain containment.,, , ,0,0,0,0,0,0,0,1,0,0,0,2,11,1,26,0,Tyrus Mizer PSC3,Ryan Whiteaker  ICT3,WGBCC,EICC,8/7/04,1730,,,,17,,,,,,,,,,,,,,,,4,,,5,
NV-4HTF-235,TROY CANYON,8/8/2004,1600,Update,Wildland Fire,07/23/2004 0720,Lightning,WHITAKER,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","1,938ACRES",10Percent,10/7/04,,"$207,000 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, Same as today.,,,,,,,, Resource values are low in current fire location.,,,,,LTAN,,, ,"Fire is being managed using Appropraite Management Response based upon firefighter safety, and steep rugged terrain.",5-7 mph,87,Up Canyon ,9," 8 Closed Timber Litter  Pinyon/JuniperWhite Fir exist at higher elevations.",On 8/7 at 1700 the fire picked up activity and continued through most of the night.  On 8/8/2004 the fire remained moderately active throughout the day. Creeping and torching with small uphill runs.,,10,90,s,8,10/07/2004 0000,"12,000","$460,000 ",Observe from ground forces.,High,Extreme,Very Likely. Fire is being managed under Appropriate Management Response to confine fire.  Contingency lines will be necessary to provide control points in which to change strategy or tactics.,08/09/2004 0000, The staffing of the fire will be reduced 8/9/2004 to key personnel needed to monitor and reassess the fire on a daily basis.  Personnel will include an IC fulltime and mapping and aircraft as required., ,0,0,0,0,0,0,0,1,0,0,0,2,11,1,26,0,Ty Mizer PSC3,Ryan Whiteaker ICT3,WGBCC,EICC,8/8/04,1822,,,,17,,,,,,,,,,,,,,,,4,,,5,
NV-4HTF-235,TROY CANYON,8/13/2004,1900,Update,Wildland Fire,07/23/2004 0720,Lightning,Lowe,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","2,800ACRES",10Percent,10/7/04,,"$262,578 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, Incident has the potential to increase considerably; the fire has moved across the Grant Range to the east side of the wilderness and is active in some canyon bottoms. Movement is expected in Little Meadows Creek on the west flank and Scofield Canyon on the east flank.,,,,None,,,None, Minimum resources at risk. Fire is burning in bighorn sheep habitat. Fire is in the Grant Mountain Range Wilderness.,,,,,None,,, ,"Fire is being managed using Appropraite Management Response of confinement based upon firefighter safety, cost containment and steep rugged terrain. Closure order in effect.",10-15 mph,85,SW,15," 8 Closed Timber Litter  Pinyon/JuniperWhite Fir exist at higher elevations.",The Southeast corner has been the most active in the last couple of days.,No significant events today.,15-Oct,80,SSW,18%,10/07/2004 0000,"12,000","$460,000 ","Utilize a helicopter to GPS the fire size , document a possible historic site, and monitor fire movement in the direction of determined control lines on the east and west flanks.",High,Extreme,Fire is being managed under an Appropriate Management Response to confine the fire.,08/09/2004 0000, ICT3 and DIVS are assignned to the fire. The fire is in a remote area and observation aircraft are being used.," NV-ELD, NV-BMD",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Pat Lowe ICT3,Patricia Irwin District Ranger,WGBCC,EICC,8/13/04,1930,,,,,,,,,,,,,,,,,,,,,,,,
NV-4HTF-235,TROY CANYON,10/18/2004,900,Final,Wildland Fire,07/23/2004 0720,Lightning,Crocker,3,NV-4HTF,Nye,,"70 MILES SOUTHWEST OF ELY, NV","2,800ACRES",100Percent,10/18/04,0Chains,,10/18/04,900,0,0,0,FALSE,FALSE,,,,,,,,,, ,,,,,,,, ,,,,,,,, ,, mph,,,, 8 Closed Timber Litter  ,,,,,,,10/18/2004 0000,2800,,,Low,Low,,08/13/2004 0000, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Karla Luttrell,Doug Crocker,wgbcc,kl,10/18/04,915,,,,,,,,,,,,,,,,,,,,,,,,
NV-BMD-440,Silver Bow,7/20/2004,2000,Initial,Wildland Fire,07/20/2004 1540,Under Investigation,Reynolds/Hohn (T),3,NV-BMD,Nye,,25 miles East to Tonopah North of Area 51,100ACRES,0Percent,7/25/04,,,,,0,0,0,TRUE,TRUE,,,,,,,,,, movement on left flank which would be NW and increase in 200 acres into bowl,,,,,,,, NA,,,,,3- Type 1 Hotshot crews,1- Type 3 Helicopter,, NA,"Extreme Fire Behavior, Rocky Steap Terrain",10 mph,S,78,27,  PJ and Sage,Extreme fire behavior large run into the bowl fire does hve some natural barriers,IA fire @ 1700 with 5 smkj's from BMD and 7 out of CCD established a type 3 organization and secured an anchor point,,,,,07/25/2004 2000,200,,"Utilize hotshot crews and Helicopter for building lines on the flanksEstablishing a anchor point and establishing a controll line on east flank",High,Extreme,Not Likely,, 1 mile from Nellis bombing range, ,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,Maite Hernandez,Hohn,WGBCC,mh,7/20/04,2154,,,,12,,,,,,,,,,,,,,,,,,,,
NV-BMD-440,Silver Bow,7/21/2004,1800,Update,Wildland Fire,07/20/2004 1540,Under Investigation,Reynolds/Hohn (T),3,NV-BMD,Nye,,25 miles East to Tonopah ,150ACRES,20Percent,7/25/04,,,,,0,0,0,FALSE,FALSE,,,,,,,,,, Possible spread on the North West corner ridge top. Isolated torching of green chutes in the main bowl of the fire.,,,,,,,, N/A The READ for this area will be on scene tomorrow,,,,,None at this time as long as current resources remain available ,,, ,"Steep terrain, Gusty afternoon winds, Chimneys and Chutes",10 mph,77,"S,SE",10%,  PJ and Sage,Fire made moderate runs in the canyons and chutes pushing the fires North boundary to the ridge line.  ,Recieved Type I Hotshot crews and air support that was ordered last night. Established anchor points and treated the north edge of the fire with retardant.,,,,,07/25/2004 2000,175,,Improve control lines in Division Zulu (EAST Flank). Hotspotting up west flank constructing control line up to the ridge top.,High,Extreme,Likely,07/22/2004 1000, 5 Smoke Jumpers are going to be demobed back to Carson City., ,3,0,0,0,0,0,1,0,0,0,0,0,14,0,75,0,Maite Hernadez,Jack West,WGBCC,mh,7/21/04,1913,,,16,40,,,,,,,,,,,,,,,,19,,,,
NV-BMD-440,Silver Bow,7/22/2004,1800,Update,Wildland Fire,07/20/2004 1540,Under Investigation,Reynolds/Hohn (T),3,NV-BMD,Nye,,25 miles east of Tonopah ,150ACRES,60Percent,7/25/04,,,,,0,0,0,FALSE,FALSE,,,,,,,,,, None,,,,,,,, ,,,,,None,,, ,"Steep terrain, Gusty afternoon winds, Chimneys and Chutes",5-10 mph,83,S,13%, 10 Timber (litter and understory) PJ and Sage,Isolated torching and moderate fire behavior on burn out operations.,Crews continued securing the upper flank perimeter. Conducted a burn out across the top of the north flank.,,,,,07/25/2004 2000,150,,Crews will hotspot and secure the burn out area on the north perimeter(ridge top).Begin mop-up operations on the east and west flanks.,Low,Extreme,Likely,07/22/2004 1000," Will be demobing the following resources at the end of shift today:Helicopter 46N and 1 Water Tender.Burn out operations were successful in securing the north perimeter.", ,3,0,0,0,0,1,1,0,0,0,0,3,9,0,79,0,Maite Hernandez,Jack West,WGBCC,mhh,7/22/04,1926,,,16,41,,,,,,,,,,,,,,3,,19,,,,
NV-BMD-440,Silver Bow,7/23/2004,1900,Update,Wildland Fire,07/20/2004 1540,Under Investigation,Reynolds/Hohn (T),3,NV-BMD,Nye,,25 miles east of Tonopah ,150ACRES,100Percent,7/23/04,,,,,0,0,0,FALSE,FALSE,,,,,,,,,, ,,,,,,,, ,,,,,,,, ,"Steep terrain, Gusty afternoon winds, ", mph,,,, 10 Timber (litter and understory) PJ and Sage,Hotspots and single tree torching in interior green island,Began mop-up on the north and east ridge top control line,,,,,07/25/2004 2000,150,,Continued mop-up on north and east control line,Low,Extreme,Highly Likely,07/22/2004 1000," Releasing the following resources tomorrow: 2 type 1 hand crews , 1 water tender and 1 type 3 helicopter. No activity near control line experienced today. Transitioning to a type 4 incident tomorrow 7/24", ,3,0,0,0,0,1,1,0,0,0,0,2,7,0,73,0,Maite Hernandez,Jack West,WGBCC,MH,7/23/04,1910,,,16,36,,,,,,,,,,,,,,2,,19,,,,
NV-BMD-440,Silver Bow,7/24/2004,1900,Update,Wildland Fire,07/20/2004 1540,Under Investigation,Chad Lewis,3,NV-BMD,Nye,,25 miles east of Tonopah ,150ACRES,100Percent,7/23/04,,"$200,000 ",,,0,0,0,FALSE,FALSE,,,,,,,,,, Creeping and smoldering within the interior.,,,,,,,, None,,,,,None,,, ,"Steep terrain, Gusty afternoon winds, ",4-6 mph,90,SW,19, 10 Timber (litter and understory) PJ and Sage,Isolated creeping and smoldering within the interior.,None,,,,,07/25/2004 2000,150,,Continue to Mop-up interior. ,Low,Extreme,Likey,07/25/2004 1600," Demob Silver State IHC, H-678, Water Tender, and I.C. end of shift 07/25/04 ", ,1,0,0,0,0,1,0,0,0,0,0,1,1,0,26,0,Tom Cary,Tom Cary,WGBCC,Tom Cary,7/24/04,1915,,,,25,,,,,,,,,,,,,,1,,,,,,
NV-BMD-440,Silver Bow,7/24/2004,0,Update,Wildland Fire,07/20/2004 1540,Under Investigation,Reynolds/Hohn (T),3,NV-BMD,Nye,,25 miles east of Tonopah ,150ACRES,100Percent,7/23/04,,,,,0,0,0,FALSE,FALSE,,,,,,,,,, Creeping and smoldering in the interior.,,,,,,,, ,,,,,None,,, ,"Steep terrain, Gusty afternoon winds, ",4-6 mph,90,sw,19, 10 Timber (litter and understory) PJ and Sage,Isolated creeping and smoldering well within the interior.,None,6,87,w,9,07/25/2004 2000,150,,Continue to mop up interior. ,Low,Extreme,Likely,07/25/2004 1600," Plan to Demob, Silerstate IHC, H-678, CWN Water Tender and I.C. at end of shift 07/25/04. ", ,1,0,0,0,0,1,0,0,0,0,0,1,1,0,26,0,Tom Cary,Tom Cary,WGBCC,Tom Cary,7/24/04,1900,,,,25,,,,,,,,,,,,,,1,,,,,,
NV-BMD-440,Silver Bow,7/25/2004,1700,Final,Wildland Fire,07/20/2004 1540,Under Investigation,Chad Lewis,3,NV-BMD,Nye,,25 miles east of Tonopah --Kawich Range,150ACRES,100Percent,7/23/04,,"$220,000 ",7/25/04,1700,0,0,0,FALSE,FALSE,,,,,,,,,, ,,,,,,,, Wilderness Values,,,,,,,, ,"Steep terrain, Gusty afternoon winds, ", mph,,,, 10 Timber (litter and understory) PJ and Sage,Smoldering--nothing since 1300,Crew is going to tonopah tonight(RONing) and then will be released at 0600 on 7/26,,,,,07/25/2004 1700,150,"$230,000 ",Taking supplies/materials/resources back to Battle Mountain,Low,Extreme,,07/26/2004 0600, There may be a continued potential for smoke...we may get some calls.  It shouldn't be a problem for the continued and controlled date and times.  , ,1,0,0,0,0,1,0,0,0,0,0,1,1,0,26,0,Hayley Mentaberry/ Chad Lewis,Greg Garcia,Western Great Basin,Hayley ,7/25/04,1730,,,,25,,,,,,,,,,,,,,1,,,,,,
